PDB	HS	Eelec	Evdw	BSA	Edesolv
3ek2_1	-307.0682162	-527.326	-154.709	3303.44	-46.9162
1dfi_2	-330.2671783	-798.202	-157.384	3445.79	-13.2534
1ulu_2	-322.3460262	-693.939	-150.939	3638.71	-32.6449
4m86_1	-326.425465	-722.765	-154.561	3377.95	-27.4433
3nrc_1	-334.3317	-729.848	-168.725	3413.93	-19.6371
3ucx_2	-225.9874	-387.961	-112.357	2737.15	-36.0382
3oig_1	-294.9723	-694.742	-129.963	3353.8	-26.0609
3gr6_2	-325.3039	-737.828	-151.677	3422.13	-26.0613
2qio_1	-365.0843	-921.938	-139.788	3579.47	-40.9087
1px0_1	-279.1828	-730.709	-122.117	3397.36	-10.924
3i4f_1	-322.894961	-888.267	-136.016	3507.62	-9.32886
3oid_2	-278.1335	-551.336	-119.017	3126.52	-48.8493
4fgs_2	-261.6918529	-487.116	-145.696	3098.83	-18.6048
1nhw_1	-279.6402	-528.884	-123.026	3421.25	-50.8374
3uce_2	-245.4205	-558.89	-104.224	3192.31	-29.4185
3tkq_2	-165.79619	-349.269	-98.5584	2696.06	2.61601
2c0d_1	-138.778	-247.577	-85.7142	2581.14	-3.5484
3hy2_3	-125.067	-155.502	-78.8541	1914.45	-15.1125
4fh8_1	-166.6812	-283.971	-98.8	2545.71	-11.087
2bmx_1	-109.8769	-206.798	-88.2464	2309.49	19.7291
1n8j_10	-291.1466	-494.01	-171.533	4155.33	-20.8116
1u11_4	-73.7734	-111.133	-47.4977	1252.91	-4.0491
3lp6_9	-94.41672	-196.628	-46.8806	1382.22	-8.21052
1qcz_3	-89.3965	-132.766	-45.0006	1266.87	-17.8427
4grd_8	-107.9186	-180.385	-53.0998	1616.68	-18.7418
1o4v_3	-150.0684	-394.399	-54.2795	1798.5	-16.9091
3trh_24	-78.98886	-66.6923	-38.2263	1267.75	-27.4241
3opq_13	-98.4721	-145.588	-53.3257	1438.22	-16.0288
3ors_9	-88.08324	-143.445	-53.3159	1366.28	-6.07834
3rg8_11	-84.91485	-240.981	-33.6273	1194.16	-3.09135
2ywx_3	-141.4806	-345.149	-51.5809	1662.61	-20.8699
1u11_1	-211.4585	-354.31	-129.095	3206.68	-11.5015
3lp6_3	-211.9846	-236.568	-145.087	3028.32	-19.584
1qcz_1	-234.2301	-331.917	-150.885	3794.16	-16.9617
4grd_1	-223.9112	-253.895	-152.256	3279.41	-20.8762
1o4v_1	-258.9684	-506.142	-129.359	3288.55	-28.381
1xmp_4	-271.62578	-612.149	-151.564	3595.23	2.36802
3trh_3	-202.2549	-228.852	-134.911	3172.51	-21.5735
3opq_4	-217.3418	-204.478	-133.012	3042.72	-43.4342
3ors_3	-187.16633	-213.187	-143.905	3353.73	-0.62393
3rg8_4	-208.3613	-400.158	-122.445	3423.04	-5.8847
2ywx_1	-192.36374	-224.888	-137.889	3367.17	-9.49714
1u11_2	-179.7414	-245.368	-93.9209	2054.46	-36.7469
3lp6_5	-170.7542	-183.69	-85.7995	2080.55	-48.2167
1qcz_2	-176.9016	-191.998	-91.9964	1968.43	-46.5056
4grd_4	-174.5788	-189.274	-93.3697	1901.76	-43.3543
1o4v_2	-206.5538	-230.045	-96.3318	2137.29	-64.213
1xmp_5	-169.5186	-189.365	-85.3892	1902.39	-46.2564
3trh_10	-172.3835	-292.354	-79.9802	2150.87	-33.9325
3opq_8	-174.0578	-209.136	-82.3192	1974.72	-49.9114
3ors_8	-136.90282	-95.3216	-92.0574	2034.07	-25.7811
3rg8_7	-180.4528	-327.274	-79.2057	2552.07	-35.7923
2ywx_2	-116.61984	-42.9872	-77.0504	1951.14	-30.972
3kiz_1	-253.989086	-460.022	-162.162	4409.52	0.177314
3mdo_1	-230.661449	-317.197	-166.254	4156.09	-0.968049
2btu_1	-217.688967	-174.797	-142.297	3671.7	-40.63
2z01_1	-212.793694	-182.201	-110.063	2750.08	-66.3912
3p4e_1	-199.1340821	-218.981	-131.42	3460.9	-23.9258
2z1e_1	-287.7203937	-388.988	-154.562	3916.71	-55.3942
1xfc_1	-296.410201	-713.74	-164.549	4639.07	10.8382
1vm0_2	-97.77192692	-343.601	-46.1981	1563.13	17.1406
2h9u_1	-93.4249	-220.094	-47.7823	1582.73	-1.6238
1y9x_1	-53.35857705	-143.104	-24.8184	1129.49	0.08062295
3toe_1	-91.5211	-149.87	-48.7793	1474.04	-12.7678
1nfj_1	-61.264	-58.7686	-58.5467	1487.66	9.03642
2bky_2	-69.54914	-124.164	-51.1514	1442.99	6.43506
1udv_1	-94.20246	-242.356	-46.9153	1475.66	1.18404
1nh9_1	-90.3749747	-171.675	-58.9733	1637.21	2.88818
1zum_6	-247.544625	-506.754	-140.804	3647.61	-5.6703
3ty7_1	-259.4466518	-753.927	-113.902	3524.95	5.22929
3my7_2	-175.313309	-446.957	-119.471	3050.31	33.3524
1ojr_1	-235.5434	-430.141	-118.436	2904.78	-31.0792
3ocr_1	-235.8271	-451.372	-118.352	2861.39	-27.2007
2z7b_1	-248.6219	-371.996	-123.87	3183.19	-50.3527
1k0w_1	-182.794	-320.296	-93.1752	2676.95	-25.5596
1dzu_1	-178.0344	-128.742	-76.3367	2095.47	-75.9493
4c24_1	-154.8207	-218.218	-88.2094	2246.12	-22.9677
2irp_2	-138.5289	-232.415	-71.8412	2006.82	-20.2047
2fk5_1	-189.474	-232.658	-95.5601	2522.03	-47.3823
3a52_1	-300.362	-592.408	-161.586	4176.26	-20.2944
2iuc_1	-250.3692283	-176.879	-178.493	3775.66	-36.5493
3g7q_1	-209.583325	-192.313	-145.082	3545.28	-26.1929
2x5d_1	-245.7414983	-306.32	-117.656	3150.84	-66.8298
1c7n_3	-147.3158	-512.622	-161.055	4180.12	-2.96698
4eu1_1	-275.5253	-431.413	-157.041	3579.18	-32.2017
3t32_1	-271.97	-268.266	-160.58	3500.9	-57.7368
2dou_1	-209.7184	-55.6015	-142.49	3569.74	-56.1081
1lc5_1	-316.7569	-644.404	-156.239	4252.86	-31.6371
3ftb_2	-210.9365	-251.103	-108.932	2605.46	-51.7839
3ly1_1	-248.81262	-375.444	-166.783	4049.71	-6.94082
4a6u_1	-331.92009	-342.223	-175.016	3971.58	-88.5605
3sno_1	-141.029072	-60.2772	-67.7793	1547.59	-61.4719
4m0j_1	-288.2179623	-125.738	-183.23	3854.84	-79.8774
3csw_1	-302.7991	-512.866	-140.455	3834.88	-59.7709
3a9x_1	-286.434539	-310.883	-152.267	4147.07	-72.0684
2z9w_1	-283.2078	-528.765	-159.457	4268.6	-17.9978
4hvk_1	-267.5587728	-363.659	-169.188	4356.08	-25.6649
3vax_1	-280.6215	-597.599	-150.52	4060.68	-10.5817
3qm2_1	-147.683162	-283.399	-58.2362	2030.33	-32.8945
2yri_1	-290.8914	-455.186	-156.444	4230.97	-43.4102
1iug_1	-264.9545	-398.928	-150.217	3472.9	-34.9519
2him_2	-247.246249	-367.709	-148.948	3723.13	-24.8889
2ocd_1	-280.091351	-388.711	-170.813	4182.67	-31.6771
2wt4_1	-276.4198147	-597.038	-154.149	3849.45	-2.94621
1wsa_1	-259.4190455	-520.652	-152.099	3965.85	-3.21264
1jja_3	-279.1571584	-469.925	-176.979	4017.11	-8.21628
2a8j_1	-300.913036	-649.931	-144.402	4238.23	-26.5739
2zak_1	-240.045545	-213.211	-129.198	3163.52	-68.2376
3tkj_1	-291.414995	-429.395	-150.815	3743.55	-54.8648
3ljq_1	-297.3807235	-533.36	-148.451	4001.3	34.5576
1apy_3	-179.979	-380.504	-90.0177	2263.11	-13.8605
1k2x_5	-74.21374	-37.1917	-40.4755	1042.42	-26.2999
2cvw_1	-254.0816506	-311.506	-117.508	3482.45	-74.2825
3hnc_1	-190.925903	-389.357	-99.2499	3149.4	-13.9074
2xap_1	-116.7395417	-180.378	-77.0569	2353.58	-3.64772
2wgh_1	-191.40668	-351.734	-117.404	3409.03	-3.87578
2v7q_13	-96.4601982	-178.692	-34.7586	1182.4	-25.9817
1e79_11	-101.8494217	-253.175	-26.1053	1407.02	-25.1893
1w0j_7	-103.027903	-319.34	-36.072	1441.1	-3.38485
2dpy_1	-232.5048837	-484.44	-122.963	3698.39	-12.6887
2bc3_2	-200.9563	-257.665	-133.62	3179.4	-15.8033
4ekv_1	-164.921788	-169.643	-109.406	2535.93	-21.6224
1i9h_1	-191.1419	-275.956	-149.733	3173.9	13.7823
2zsc_2	-214.88212	-303.057	-156.82	3565.19	2.54928
3ew1_7	-170.15008	-72.6454	-136.949	2680.65	-18.672
2uyw_1	-278.8524	-487.805	-163.955	3520.83	-17.3364
1ij8_1	-260.8551067	-551.122	-164.307	3759.61	13.6409
1df8_1	-185.70366	-296.662	-134.288	3180.1	7.91674
1wbi_2	-268.7827	-351.85	-167.442	3495.64	-30.9707
2c1q_1	-254.785054	-554.695	-156.78	3536.81	12.791
4bj8_6	-223.02	-274.464	-126.938	3162.18	-41.1892
3szh_2	-284.2264626	-185.696	-171.162	3370.73	-75.9375
4bbo_1	-250.792	-336.348	-154.62	3424.09	-28.9024
2jgs_1	-275.1047357	-550.864	-173.233	3724.54	8.29646
1swf_2	-188.6008681	-408.275	-122.981	3157.34	16.0279
1p78_1	-294.5253	-344.063	-152.638	4042	-73.0747
1huu_2	-236.42612	-76.3166	-149.396	3762.59	-71.7668
1mul_1	-222.129016	-137.297	-142.36	3708.95	-52.3895
2o97_1	-256.1178	-277.236	-139.314	3755.09	-61.3566
1b8z_1	-260.3898116	-401.65	-126.665	3787.18	-53.4077
3rhi_2	-209.8872454	-106.409	-123.513	3445.88	-65.1567
1m41_1	-283.4768712	-447.213	-166.777	3997.13	-27.2906
1ezw_1	-331.5208	-370.082	-188.221	3891.3	-69.2834
3rao_1	-250.4323102	-268.928	-152.455	3459.35	-44.2026
1bsl_1	-291.0975	-192.145	-174.725	3913.38	-77.9435
1f07_1	-233.9377	-392.346	-140.523	3033.89	-14.9455
3sog_1	-320.4356989	-248.932	-161.751	3981.3	-108.921
3cgi_4	-166.65861	-242.787	-109.206	2830.21	-8.89521
4axi_2	-188.8313	-334.771	-108.205	3036.17	-13.6721
2a18_2	-148.5246	-134.75	-98.0943	2130.45	-23.4803
3bn4_5	-161.088	-264.537	-87.3432	1958.74	-20.8374
3i96_2	-157.8989	-197.183	-104.873	2518.59	-13.5893
2g13_1	-140.8168	-192.344	-77.5917	1976.12	-24.7563
3i6p_1	-156.8338	-333.743	-70.2011	1841.77	-19.8841
4axj_3	-126.8096	-172.68	-68.6404	1683.36	-23.6332
3ngk_1	-116.99902	-275.068	-59.1661	1776	-2.81932
3cim_3	-175.3058	-271.605	-99.9772	2056.87	-21.0076
2ihc_2	-250.297564	-269.689	-158.438	3718.34	-37.9633
2if5_1	-236.3795087	-216.8	-131.006	3163.7	-62.0482
3b84_1	-199.9364	-223.614	-107.559	2705.31	-47.6546
1r28_1	-235.4607	-150.706	-139.763	3563.92	-65.5565
3ga1_1	-289.1127	-275.313	-184.371	4209.01	-49.6791
3fkc_1	-261.1821	-183.543	-160.935	3491.28	-63.5385
2ppi_1	-254.945427	-368.814	-147.043	3868.8	-34.2922
1buo_1	-267.4301	-314.243	-162.247	3957.31	-42.3345
3m5b_1	-108.9279	-147.024	-54.1008	1570.27	-25.4223
2q81_2	-171.50954	-54.0632	-103.03	2578.77	-57.6669
2vpk_1	-205.3229	-181.257	-116.246	2736.33	-52.8255
3kvt_1	-126.31653	-328.241	-64.102	1591.95	3.43367
3drz_3	-137.28332	-450.417	-48.4452	1489.46	1.24528
1nn7_2	-141.48949	-426.483	-60.3438	1799.67	4.15091
1a68_1	-136.6403	-475.457	-53.1849	1481.85	11.636
1dsx_3	-126.8735	-456.239	-48.4651	1481.33	12.8394
1b2p_1	-302.4701	-164.28	-186.536	3752.22	-83.0781
2dpf_2	-238.7867	-258.661	-120.641	2671.39	-66.4135
3mez_1	-237.7688	-169.53	-142.273	3062.17	-61.5898
3a0d_1	-259.8418	-212.779	-163.824	3335.73	-53.462
3r0e_1	-310.1855	-312.46	-170.404	3500.77	-77.2895
1jpc_1	-311.8123	-504.33	-167.338	3468.75	-43.6083
1kj1_1	-279.8795	-387.272	-150.922	3223.01	-51.5031
1npl_1	-327.7604	-537.334	-165.017	3555.2	-55.2766
1vgk_1	-232.5448	-457.138	-99.0009	2604.95	-42.1163
1gzq_1	-223.9114	-281.677	-120.578	2893.99	-46.998
1agc_1	-237.7117	-525.927	-106.329	2749.85	-26.1973
3dbx_1	-177.1811	-273.034	-99.7789	2617.2	-22.7954
3d2u_2	-236.3598	-353.805	-115.332	3156.83	-50.2668
1onq_1	-233.0986	-391.152	-109.449	2816.22	-45.4192
1agb_1	-229.7728	-448.575	-105.146	2631.9	-34.9118
4k71_4	-213.468	-318.959	-114.719	2811	-34.9572
3qi9_2	-273.0146	-390.6	-146.623	3419.08	-48.2716
1fzm_1	-191.5035	-292.907	-100.981	2767.84	-31.9411
1z5l_1	-211.63279	-242.155	-108.12	2520.51	-55.1779
1mhc_1	-210.0305	-293.85	-110.435	2723.42	-40.8255
3vj6_1	-207.4799	-234.981	-112.997	2724.11	-47.4867
1kjv_1	-215.0652	-312.753	-108.51	2893.69	-44.0046
3pwu_1	-214.5007	-263.645	-110.4	2631.08	-51.3717
1nez_1	-201.1067	-258.125	-111.645	2647.93	-37.8367
3fru_3	-249.8922	-320.333	-119.976	2858.5	-65.8496
1pqz_1	-215.9396	-429.519	-94.2992	2519.45	-35.7366
2xfx_1	-227.245	-409.988	-100.585	2601.01	-44.6624
3jvg_2	-228.6338036	-471.054	-88.932	2678.35	-45.5297
3p77_1	-236.4720615	-461.12	-124.151	3054.12	-20.0994
4e0r_2	-263.7814	-541.632	-111.519	3089.21	-43.936
3qq4_1	-242.5474	-518.278	-101.576	2811.41	-37.3158
1h3u_1	-201.1439	-507.199	-70.8589	2354.33	-28.8452
1fp5_1	-161.9525	-223.282	-70.013	2302.57	-47.2831
2vuo_1	-173.30719	-430.923	-80.7333	2293.44	-6.38929
2rgs_1	-184.9883	-434.352	-73.4399	2280.51	-24.678
1l6x_1	-199.2076	-369.51	-77.5392	2231.01	-47.7664
3zo0_1	-227.9149	-613.749	-66.9615	2391.88	-38.2036
3asr_1	-211.3307	-281.361	-138.383	3527.66	-16.6755
2obs_1	-200.62515	-337.499	-140.844	3849.66	7.71865
3onu_1	-226.478269	-261.349	-156.495	3917.67	-17.8242
3lq6_1	-255.45205	-658.966	-132.515	3768.63	8.85615
3pun_1	-198.01758	-294.916	-146.738	3379.15	7.70362
2zl6_1	-209.6657	-192.241	-147.817	3226.98	-23.4005
3r6j_1	-192.4056	-336.391	-148.181	3772.19	23.0536
4b7a_6	-251.6184095	-383.57	-169.44	4317.93	-5.473
1dgf_6	-220.0822	-494.23	-154.108	4220.86	-66.8827
1a4e_6	-287.7287	-208.703	-174.028	4360.1	-71.9601
1h7k_3	-327.7435	-638.673	-158.87	4559.91	-41.1389
2isa_11	-268.4566	-505.098	-138.525	4070.23	-28.912
2byk_2	-287.2522	-285.081	-144.293	3661.51	-85.943
1b6w_1	-230.8289	-403.233	-126.103	3335.8	-24.0793
1ku5_1	-285.9318	-482.714	-138.339	3680.62	-51.05
2kmt_1	-58.66857	-92.01	-45.61	1469.05	5.34343
2vub_2	-189.2752003	-175.274	-96.3185	2200.38	-57.9269
3hq7_1	-177.567797	-155.121	-99.8847	2724.14	-46.8758
4aao_1	-198.15622	-225.969	-107.624	3216.17	-45.4887
2c1v_1	-233.32098	-65.1504	-140.249	3589.49	-80.0419
1nml_1	-221.2152965	-203.435	-97.1924	2791.25	-83.4298
1eb7_1	-187.3911375	-256.623	-79.683	2727	-56.4132
3o5c_1	-303.634	-171.335	-162.456	4099.67	-106.911
1iqc_1	-304.3528	-309.81	-154.613	4131.66	-87.7778
1ttw_1	-219.1694	-390.383	-103.632	2536.91	-37.4608
2bsi_1	-222.7453	-89.206	-111.078	2246.73	-93.8261
1jya_1	-225.3405	-187.889	-132.941	2778.14	-54.8217
1jyo_3	-172.9912	-312.26	-95.5462	2414.78	-14.993
1tg6_6	-192.5996179	-299.513	-100.302	3165.54	-32.438
2f6i_5	-259.5179749	-563.908	-121.116	3726.7	-25.6581
1tyf_13	-199.9508	-375.565	-114.25	3336.8	-10.5878
3p2l_1	-250.0653107	-579.01	-112.679	3795.13	-21.5945
3ktg_3	-214.5675	-392.461	-96.948	2872.84	-39.1273
4jcq_14	-189.6617291	-348.256	-100.379	2807.94	-19.6752
2prr_2	-332.6897	-590.826	-160.429	3998.75	-54.0955
2oyo_1	-242.1405	-139.561	-178.18	4009.06	-36.0483
2pfx_1	-280.0733	-402.793	-164.255	3812	-35.2597
3c1l_1	-276.7600153	-448.523	-143.272	3846.73	-43.7926
3lvy_1	-324.1675	-659.992	-155.481	4106.17	-36.6881
2gmy_3	-262.1135	-318.876	-147.29	3514.9	-51.0483
2ijc_4	-231.6857	-315.796	-152.34	3685.18	-16.1865
2gau_1	-256.1691369	-719.656	-131.408	3567.81	19.1384
3r6s_1	-265.0483	-435.313	-132.991	3760.77	-44.9947
3d0s_1	-269.6056	-647.533	-131.375	4077.91	-8.724
3la7_1	-223.599116	-415.032	-115.139	3421.59	-25.4721
2fmy_2	-187.8138	-229.707	-104.867	3242.54	-37.0054
1g6n_1	-198.3939	-108.316	-114.765	3117.78	-61.9657
3e97_1	-236.775637	-279.711	-135.63	3497.81	-45.2505
2zcw_1	-212.3706	-316.649	-123.217	3437.3	-25.8238
1o5l_1	-267.546	-378.776	-116.584	3538.93	-75.2068
3b02_1	-270.7811	-451.955	-162.155	3689.21	-18.2351
1f89_1	-186.6576395	-460.922	-79.2925	3007.85	-15.2223
2e11_2	-296.0037	-516.891	-129.638	3633.23	-62.9875
3hkx_1	-340.0217245	-785.283	-133.825	3641.19	-49.1656
2ah6_2	-131.2737316	-184.566	-63.1706	1850.31	-31.2066
3ke4_1	-220.17177	-692.753	-77.0415	2367.17	-4.57967
2g2d_1	-141.3782	-277.571	-56.6935	1766.58	-29.1705
1rty_2	-223.3208308	-587.107	-65.3895	2057.42	-40.5416
2nt8_1	-283.8262	-792.399	-104.055	3079.01	-21.2914
2zhy_2	-238.09527	-771.301	-82.1181	2637.41	-1.71697
1nog_1	-171.5732	-333.292	-66.6838	1774.49	-38.231
1woz_1	-214.5401	-575.157	-68.6754	2073.64	-30.8333
1wy1_3	-120.68067	-309.058	-52.3022	1472.07	-6.56687
1wvt_1	-129.1585	-234.41	-68.2797	1731.21	-13.9968
2vpq_1	-192.938201	-490.504	-95.384	3039.37	0.546599
1ulz_1	-212.9393	-594.031	-131.329	3475.7	37.1959
1bnc_1	-197.01377	-584.112	-95.6222	2837.87	15.2648
2vqd_1	-243.7384	-784.767	-102.182	3190.05	15.397
3ouz_1	-166.6997	-566.632	-82.7338	2796.88	29.3605
4ege_1	-222.3166	-267.285	-108.778	3083.16	-60.0816
2zsg_1	-272.3564268	-689.348	-97.7559	3335.73	-36.8081
1wn1_1	-170.86	-385.318	-80.1225	2854.18	-13.6739
3q6d_2	-173.1988	-221.698	-81.0374	1992.86	-47.8218
1pv9_1	-262.168244	-628.063	-108.908	3472.87	-27.9419
1rzq_2	-275.995721	-637.966	-148.609	3770.37	0.206479
2zwn_2	-297.2554	-397.949	-147.305	3342.49	-70.3606
1kbv_5	-237.85109	-508.863	-137.432	3472.92	1.35351
3g5w_6	-249.7143	-420.911	-123.819	3378.07	-41.7131
2zfh_3	-187.7373	-270.887	-98.4646	2425.24	-35.0953
1osc_3	-190.5667	-337.169	-92.515	2463.44	-30.6179
3gsd_9	-193.6852	-325.802	-97.5581	2432.98	-30.9667
4e98_3	-204.5962	-472.075	-86.5459	2364.91	-23.6353
1naq_3	-163.5601	-271.147	-82.3869	2102.38	-26.9438
2nuh_1	-180.9536	-265.238	-85.7768	2238.27	-42.1292
1nza_1	-190.7475	-444.716	-84.9584	2448.47	-16.8459
1p1l_1	-217.9329	-274.828	-103.366	2370.18	-59.6013
1j2v_1	-204.0921	-237.306	-109.943	2213.66	-46.6879
1kr4_1	-221.4273	-257.557	-120.058	2441.83	-49.8579
1w98_1	-281.82174	-737.895	-126.699	3857.99	-7.54374
3rgf_1	-265.684955	-561.01	-125.899	3426.55	-27.9086
3mi9_2	-183.2130817	-416.727	-70.3424	2241.24	-29.5558
3blh_1	-173.8381428	-335.206	-79.3606	2238.68	-27.5272
1fin_1	-322.7242	-743.302	-129.097	3700.33	-44.9668
4kam_2	-198.956352	-371.336	-126.706	3592.75	1.75102
3ri6_1	-197.7153254	-271.475	-123.757	2911.21	-19.7532
3elp_1	-121.412355	-126.568	-70.5318	2174.27	-25.6833
1gc0_1	-327.5258661	-426.413	-165.243	3731.21	-77.0366
4kam_4	-213.966657	-352.816	-113.801	3196.67	-29.9277
2cb1_2	-163.1909815	-261.37	-84.1063	2689.74	-26.8645
3ri6_2	-199.604572	-527.311	-77.9075	2517.36	-16.3532
3ndn_3	-268.69823	-922.605	-91.2467	3536.18	7.06947
3cog_3	-259.0592641	-450.759	-108.195	3129.89	-60.7214
1y4i_2	-285.2429	-779.412	-103.33	3655.32	-26.0305
1gc2_3	-240.9702409	-562.839	-93.4342	3227.76	-35.0138
1e5f_2	-219.4548	-309.078	-104.192	2840.02	-53.4472
1cl1_3	-198.5019	-556.575	-109.723	2831.71	22.5361
3acz_3	-215.8878	-359.983	-94.9709	2934.58	-48.9203
3qi6_4	-248.2989605	-619.298	-104.753	3114.31	-19.6864
1cs1_3	-266.54906	-848.662	-104.883	3203.14	8.06634
2cb1_3	-187.7587244	-307.123	-67.9813	1864.16	-58.4133
3ndn_5	-170.2686	-46.134	-100.942	2154.53	-60.0998
3cog_6	-177.3699666	-255.792	-66.4307	1775.78	-59.8053
1y4i_3	-127.86856	-71.4013	-81.9319	1848.49	-31.6564
1gc2_5	-137.0089108	-75.8633	-67.4658	1533.5	-54.4147
1e5f_3	-173.64502	-79.2221	-87.8494	1870.45	-69.9512
1cl1_4	-101.32191	-234.604	-55.2114	1637.54	0.81029
3acz_6	-157.6412	-77.5125	-90.9406	1881.48	-51.1981
3qi6_6	-149.0736756	-98.075	-96.5946	1866.36	-32.8649
1cs1_6	-172.4669	-197.238	-102.501	2258.9	-30.5183
2qjy_5	-323.7599	-313.728	-163.088	4163.47	-97.9263
1ezv_2	-253.1514	-320.051	-129.884	3471.69	-59.2572
1ntm_3	-276.0409	-336.682	-121.073	3378.06	-87.6315
1ezv_4	-242.7403	-106.942	-132.311	2935.25	-89.0409
1ntm_9	-190.1967	-220.641	-83.964	2209.46	-62.1045
1ezv_1	-257.8009	-272.737	-133.079	3684.21	-70.1745
1ntm_5	-185.2781	-248.049	-98.291	2503.16	-37.3773
1ezv_13	-120.92976	-48.3933	-59.4579	1431.56	-51.7932
1ntm_12	-134.9148	-169.596	-61.2844	1677.29	-39.7112
3cx5_10	-189.7892	-143.266	-93.3334	2361.28	-67.8026
1ntm_6	-173.2703	-199.658	-83.8041	2452.56	-49.5346
1ezv_5	-180.2322	-109.985	-95.0835	2337.02	-63.1517
2ibz_11	-162.1532	-256.821	-70.2648	1750.88	-40.5242
1ntm_14	-177.2343	-437.575	-45.5191	1685.01	-44.2002
1ezv_11	-161.8257	-246.198	-69.3865	1691.95	-43.1996
1d9e_3	-224.6514395	-522.999	-111.761	3336.32	-8.35809
3t4c_4	-110.51965	-4.24015	-62.5789	1829.79	-47.2116
1o60_2	-186.3460229	-422.598	-97.0905	3153.49	-4.76897
3e9a_2	-215.0192338	-515.245	-96.1744	3320.07	-15.8019
3sz8_2	-220.8114546	-483.758	-98.1773	3072.73	-25.9609
3stg_4	-163.3040698	-292.567	-77.5681	2654.02	-27.2439
3fs2_2	-109.7655083	-84.2268	-67.0969	2005.4	-25.9173
1vs1_3	-203.4833	-442.354	-96.4759	2732.79	-18.5366
1fxq_1	-218.11704	-468.655	-122.855	3576.27	-1.53104
1zco_1	-222.3176	-477.752	-103.804	2915.47	-22.9632
3lwb_1	-122.916992	-306.963	-55.4386	1911.14	-6.22824
3e5n_1	-283.4122193	-493.95	-151.302	3899.49	-33.3359
3n8d_1	-275.095296	-844.27	-112.425	4442.23	5.70726
3k3p_1	-211.0715712	-525.822	-115.112	3573.89	9.1155
4fu0_1	-251.4614699	-413.738	-139.461	3755.94	-29.2879
2fb9_1	-235.2186	-301.088	-110.715	3027.25	-64.286
4egq_1	-264.280639	-546.942	-120.487	3046.07	-34.5475
1iow_1	-90.21614	-94.4542	-86.3235	2051.57	14.9982
3r5x_2	-201.1845302	-526.492	-69.9769	2630.38	-25.9542
1drw_1	-253.0544	-582.166	-122.341	3138.62	-14.2802
4f3y_1	-207.80045	-467.102	-123.677	3049.89	9.29695
3ijp_2	-170.7069	-390.071	-114.709	2855.59	22.0163
1c3v_1	-196.524859	-190.146	-159.365	3097.91	0.869341
3qy9_2	-181.3241	-246.297	-112.361	2757.32	-19.7037
1vm6_3	-129.31019	-317.063	-56.0908	1667.76	-9.80679
1drw_2	-272.5987	-670.148	-123.603	3091.81	-14.9661
4f3y_2	-237.3476	-527.714	-112.357	2847.87	-19.4478
3ijp_3	-135.9456	-296.739	-88.0487	2461.58	11.4509
1c3v_3	-218.0361	-305.841	-111.978	2358.21	-44.8899
3qy9_4	-164.54939	-372.991	-82.7512	2328.83	-7.19999
1vm6_2	-185.4662	-379.084	-85.6529	2138.32	-23.9965
1k4o_1	-266.5092	-171.591	-188.724	4149.54	-43.467
1g57_1	-181.8255628	-193.065	-109.82	2914.49	-33.4396
3h07_1	-197.668271	-205.868	-125.15	3354.13	-31.3524
3mio_2	-113.7859479	-87.8682	-78.2176	2062.27	-18.0074
1tku_1	-144.1678157	-118.815	-102.533	2516.84	-17.89
3tuu_4	-233.477519	-362.712	-161.09	3565.61	0.154881
3s5o_1	-247.597	-326.731	-134.438	3195.37	-47.8128
2hmc_1	-151.82433	-462.476	-50.2852	2197.71	-9.04393
3qfe_1	-195.503883	-371.585	-105.573	2644.06	-15.7561
3vfl_1	-260.5853699	-373.159	-155.757	3783.93	-30.2597
3fkk_1	-269.3205	-162.787	-145.769	3140.84	-90.9941
4i7v_1	-215.1862	-354.906	-115.384	2984.9	-28.821
3e96_1	-234.44724	-93.7237	-142.402	3158.09	-73.3005
3d0c_1	-252.8114	-178.416	-152.721	3469.44	-64.4072
2r8w_1	-209.215	-338.454	-128.305	3365.13	-13.2192
2v8z_1	-294.8832	-425.505	-146.017	3419.38	-63.7652
3cpr_1	-192.7455	-177.996	-113.147	2668.03	-43.9993
1xxx_1	-203.3064	-172.549	-138.771	3122.28	-30.0256
3ler_2	-203.4078	-151.007	-123.703	3027.95	-49.5034
1fdy_1	-251.3134	-186.735	-117.732	2514.95	-96.2344
3daq_1	-233.314	-442.899	-156.37	3573.83	11.6358
1w37_2	-279.5763	-406.614	-143.768	3543.19	-54.4855
2ehh_1	-185.9102	-172.397	-124.889	2925	-26.5418
1o5k_1	-179.851	-160.221	-120.503	2896.12	-27.3038
3b4u_1	-277.4248	-435.197	-131.089	3306.48	-59.2964
3si9_2	-222.7591	-324.688	-126.034	2838.63	-31.7875
1f74_1	-202.7153	-246.023	-106.527	2576.39	-46.9837
4aho_2	-226.658816	-440.413	-111.581	2952.69	-27.3555
1dhp_1	-195.9405	-149.052	-115.779	2727	-50.3511
2vc6_1	-220.8767	-198.87	-113.903	2788.55	-67.1997
3eb2_2	-232.3112	-212.503	-107.132	2716.79	-82.6786
1xky_2	-197.3997	-132.879	-111.487	2827.17	-59.3369
3qze_1	-224.8952	-315.039	-128.737	3094.24	-33.1504
3na8_1	-186.88932	-56.2781	-110.898	2659.78	-64.7357
3a5f_1	-227.1383	-382.495	-126.088	3125.31	-24.5513
3flu_2	-187.7665	-152.628	-115.12	2792.48	-42.1209
